Client ID,Client Name,Team,Recency,Frequency,Monetary Value,Subscription Length,AVG Month,รายได้/เดือน,Sale Volume,Lost Type,Lost Reason Criteria,Sale Volume Count,New Sales,Recontract,Recontract (Delay),Upgrade,Upsell,Win Back,Cluster
CL1216,บริษัท เลิฟ อิส เอ็นเตอร์เทนเม้นท์ จำกัด,Solar,8,2,460000.0,12,12,38333.333333333336,"New Sales, Recontract",หมดสัญญาปกติ,Competitor win,2,1,1,0,0,0,0,0
CL1217,บริษัท ทีพีเอ็ม โซเซียล มีเดีย เอเจนซี่,Solar,8,1,540000.0,12,13,41538.46153846154,New Sales,หมดสัญญาปกติ,Sourcing,1,1,0,0,0,0,0,0
CL1218,บริษัท แพลน บี มีเดีย จำกัด (มหาชน),Lunar,2,4,1380000.0,18,11,125454.54545454546,"New Sales, Upsell, Recontract (Delay), New Sales",,,4,2,0,1,0,1,0,3
CL1220,บริษัท ฟูจิฟิล์ม (ประเทศไทย) จำกัด,Pegasus,18,1,195000.0,1,18,10833.333333333334,New Sales,,,1,1,0,0,0,0,0,4
CL1221,บริษัท ทริส คอร์ปอเรชั่น จำกัด,Pegasus,19,1,50000.0,1,19,2631.5789473684213,New Sales,,,1,1,0,0,0,0,0,4
CL1224,บริษัท บีสตาร์ วัน จำกัด,Draco,8,1,93333.33,12,15,6222.222,New Sales,,,1,1,0,0,0,0,0,4
CL1225,บริษัท โพสเซฟี่ กรุ๊ป จำกัด,Pegasus,16,1,360000.0,3,16,22500.0,New Sales,,,1,1,0,0,0,0,0,4
CL1228,บริษัท พีเอ็กซ์ มีเดีย โซลูชั่น จํากัด,Lunar,16,1,60000.0,3,18,3333.333333333333,New Sales,,,1,1,0,0,0,0,0,4
CL1229,คณะวารสารศาสตร์และสื่อสารมวลชน มหาวิทยาลัยธรรมศาสตร์,Draco,15,2,33364.49,3,17,1962.6170588235293,"New Sales, New Sales",,,2,2,0,0,0,0,0,4
CL1230,บริษัท แกรนด์ คอส กรุ๊ป จำกัด,Pegasus,12,1,225000.0,6,12,18750.0,New Sales,,,1,1,0,0,0,0,0,4
CL1231,บริษัท เซอร์ทิส จำกัด (สำนักงานใหญ่),Solar,16,1,70000.0,3,16,4375.0,New Sales,,,1,1,0,0,0,0,0,4
CL1232,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,Draco,13,1,230000.0,6,15,15333.333333333334,New Sales,,,1,1,0,0,0,0,0,4
CL1234,บริษัท เนสท์เล่ (ไทย) จํากัด,Solar,14,1,500000.0,5,14,35714.28571428572,New Sales,,,1,1,0,0,0,0,0,4
CL1235,บริษัท เซเว่น อินโนเทค จำกัด,Lunar,7,1,80000.0,12,12,6666.666666666667,New Sales,Terminate,ไม่มีเวลา/คนใช้งาน,1,1,0,0,0,0,0,0
CL1236,บริษัท จิโอวานิ คอสเมร์ติกส์ จำกัด,Lunar,18,1,15000.0,1,18,833.3333333333334,New Sales,,,1,1,0,0,0,0,0,4
CL1239,บริษัท โอ กาแฟ จำกัด,Draco,14,1,244000.0,5,15,16266.666666666666,New Sales,,,1,1,0,0,0,0,0,4
CL1240,มหาวิทยาลัยเกษตรศาสตร์,Other,18,1,2383.18,1,18,132.39888888888888,New Sales,,,1,1,0,0,0,0,0,4
CL1241,บริษัท ดับเบิล อิมเมจ 2005 จำกัด(สำนักงานใหญ่),Draco,13,1,210000.0,5,15,14000.0,New Sales,,,1,1,0,0,0,0,0,4
CL1242,นางดวงแก้ว เงินพูลทรัพย์,Other,19,1,4205.61,0,19,221.34789473684208,New Sales,,,1,1,0,0,0,0,0,4
CL1243,บริษัท ยูอาร์เดอะ จํากัด,Lunar,5,1,320000.0,12,8,40000.0,New Sales,หมดสัญญาปกติ,ไม่มีเวลา/คนใช้งาน,1,1,0,0,0,0,0,0
CL1244,บริษัท มิตรไมตรีการแพทย์ จำกัด,Pegasus,6,1,316500.0,12,14,22607.14285714286,New Sales,,,1,1,0,0,0,0,0,0
CL1246,บริษัท แพลนเต้ ไลฟ์ จำกัด,Pegasus,7,3,190000.0,11,14,13571.42857142857,"New Sales, Recontract, Recontract (Delay)",,,3,1,1,1,0,0,0,0
CL1248,บริษัท เมก้า ไลฟ์ไซแอ็นซ์ พีทีวาย จำกัด (สำนักงานใหญ่),Solar,20,1,180000.0,6,20,9000.0,New Sales,,,1,1,0,0,0,0,0,4
CL1250,บริษัท เบรนสปริง จํากัด,Lunar,6,1,348000.0,12,12,29000.0,New Sales,หมดสัญญาปกติ,ไม่มีเวลา/คนใช้งาน,1,1,0,0,0,0,0,0
CL1254,บริษัท ชับบ์สามัคคีประกันภัย จำกัด (มหาชน) สำนักงานใหญ่,Lunar,2,3,825000.0,15,7,117857.14285714286,"Recontract (Delay), Recontract, Recontract",หมดสัญญาปกติ,อื่นๆ,3,0,2,1,0,0,0,0
CL1255,ห้างหุ้นส่วนจำกัด เจมส์ ควอลิตี้ แอโกร ฟู้ดส์ แอน คอนซัลติ้ง,Draco,12,1,150000.0,6,12,12500.0,New Sales,,,1,1,0,0,0,0,0,4
CL1256,บริษัท กรุงศรี นิมเบิล จำกัด ,Draco,9,1,85500.0,6,9,9500.0,Upsell,,,1,0,0,0,0,1,0,0
CL1258,บริษัท ซีรีย์ เอ มีเดีย จำกัด,Lunar,5,1,852000.0,12,11,77454.54545454546,New Sales,Terminate,ตัด/ลด งบ,1,1,0,0,0,0,0,0
CL1261,บริษัท ซาบีน่า ฟาร์อีสท์ จำกัด,Draco,16,1,110000.0,0,16,6875.0,New Sales,,,1,1,0,0,0,0,0,4
CL1262,บริษัท ตาชำนิ จำกัด (มหาชน),Draco,11,1,200000.0,6,14,14285.714285714286,New Sales,,,1,1,0,0,0,0,0,4
CL1263,บริษัท โฮลา ซันไชน์ จำกัด,Draco,5,1,348000.0,12,12,29000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1268,บริษัท ครีเอทีฟ พลาซ่า จำกัด,Other,16,1,2803.738,0,16,175.233625,New Sales,,,1,1,0,0,0,0,0,4
CL1269,บริษัท พิธานไลฟ์ จำกัด,Lunar,16,1,64000.0,1,16,4000.0,New Sales,,,1,1,0,0,0,0,0,4
CL1274,บริษัท เอไอ แอนด์ โรโบติกส์ เวนเจอร์ส จำกัด (สำนักงานใหญ่),Other,15,1,300000.0,0,15,20000.0,New Sales,,,1,1,0,0,0,0,0,4
CL1275,สำนักงานปลัดกระทรวงพาณิชย์,Pegasus,4,1,466500.0,4,4,116625.0,New Sales,,,1,1,0,0,0,0,0,0
CL1278,บริษัท โกลบอล เจท เอ็กซ์เพรส (ไทยแลนด์) จำกัด,Solar,2,1,1464000.0,12,2,732000.0,New Sales,หมดสัญญาปกติ,Competitor win,1,1,0,0,0,0,0,0
CL1282,บริษัท นีโอ คอร์ปอเรท จำกัด (มหาชน) สำนักงานใหญ่,Lunar,2,1,320000.0,12,5,64000.0,New Sales,หมดสัญญาปกติ,ไม่มีเวลา/คนใช้งาน,1,1,0,0,0,0,0,0
CL1283,บริษัท อมรินทร์ เทเลวิชั่น จำกัด (สำนักงานใหญ่),Other,15,1,18691.588,0,15,1246.1058666666663,New Sales,,,1,1,0,0,0,0,0,4
CL1285,บริษัท ดิจิทัล ฟอเรสท์ จำกัด,Other,16,1,9345.79,0,16,584.111875,New Sales,,,1,1,0,0,0,0,0,4
CL1286,บริษัท เซ็ปเป้ จำกัด (มหาชน),Lunar,15,1,35000.0,0,15,2333.333333333333,New Sales,,,1,1,0,0,0,0,0,4
CL1291,บริษัท มีภูมิดี จำกัด,Lunar,12,1,115000.0,3,13,8846.153846153846,New Sales,Short period,Sourcing,1,1,0,0,0,0,0,4
CL1292,บริษัท คอสเซตเต้ กรุ๊ป จำกัด,Lunar,7,2,192000.0,8,11,17454.545454545456,"New Sales, New Sales",หมดสัญญาปกติ,ไม่มีเวลา/คนใช้งาน,2,2,0,0,0,0,0,0
CL1295,บริษัท ซีเอ็ม คอนเนอร์สโตน จำกัด,Solar,14,1,380000.0,0,14,27142.85714285714,New Sales,,,1,1,0,0,0,0,0,4
CL1296,บริษัท เอเอสวี อินเตอร์ กรุ๊ป จำกัด,Lunar,8,1,74766.36,6,8,9345.795,New Sales,Adhoc by Sales,Adhoc,1,1,0,0,0,0,0,0
CL1297,บริษัท มิสแกรนด์ อินเตอร์เนชั่นแนล จำกัด (มหาชน),Lunar,11,1,600000.0,4,12,50000.0,New Sales,Adhoc by Sales,Adhoc,1,1,0,0,0,0,0,0
CL1298,บริษัท ทู เอพส์ จำกัด,Lunar,4,2,384000.0,9,6,64000.0,"New Sales, Win Back",Onetime by Sales,Onetime,2,1,0,0,0,0,1,0
CL1299,บริษัท ลาลามูฟ อีซี่แวน (ประเทศไทย) จำกัด,Draco,14,1,320000.0,0,14,22857.14285714286,New Sales,,,1,1,0,0,0,0,0,4
CL1300,บริษัท แนท แอบโซลูท เทคโนโลยีส์ จำกัด (มหาชน),Lunar,3,1,3430000.0,12,7,490000.0,New Sales,หมดสัญญาปกติ,ตัด/ลด งบ,1,1,0,0,0,0,0,0
CL1301,บริษัท ไทย สมายล์ บัส จำกัด,Lunar,2,1,250000.0,12,2,125000.0,New Sales,หมดสัญญาปกติ,ไม่มีเวลา/คนใช้งาน,1,1,0,0,0,0,0,0
CL1306,บริษัท สหมงคลฟิล์ม อินเตอร์เนชั่นแนล จำกัด,Lunar,8,1,228000.0,6,11,20727.272727272728,New Sales,หมดสัญญาปกติ,ไม่มีเวลา/คนใช้งาน,1,1,0,0,0,0,0,0
CL1311,บริษัท ไทยออยล์ จำกัด (มหาชน) ,Draco,12,1,250000.0,1,12,20833.33333333333,New Sales,,,1,1,0,0,0,0,0,4
CL1314,บริษัท โอ.ซี.อาร์ จำกัด,Draco,7,1,140000.0,6,10,14000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1315,บริษัท วู้ดดี้ เวิลด์ จำกัด,Pegasus,7,1,200000.0,6,8,25000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1316,บริษัท โอกิลวี่ พับลิค รีเลชั่นส์ เวิลด์วายด์ จำกัด,Lunar,2,3,175000.0,11,5,35000.0,"New Sales, Win Back, Recontract (Delay)",Short period,Onetime,3,1,0,1,0,0,1,0
CL1319,บริษัท เดอะ บิ๊กส์แบง ทิออรี่ย์ จำกัด,Lunar,1,1,150000.0,12,7,21428.571428571428,New Sales,Terminate,ไม่มีเวลา/คนใช้งาน,1,1,0,0,0,0,0,0
CL1322,บริษัท ซัมมิท แคปปิตอล ลีสซิ่ง จำกัด,Lunar,12,1,185000.0,0,12,15416.666666666666,New Sales,Adhoc by Sales,Adhoc,1,1,0,0,0,0,0,4
CL1325,บริษัท วาย เอส ไอ เอส จำกัด,Pegasus,10,1,45000.0,3,10,4500.0,New Sales,,,1,1,0,0,0,0,0,0
CL1326,บริษัท เดอะ กราวด์คอนโทรล จำกัด,Lunar,13,1,35000.0,0,13,2692.3076923076924,New Sales,Adhoc by Sales,Adhoc,1,1,0,0,0,0,0,4
CL1332,บริษัท เดอะ ซัคซีดเดอร์ มีเดีย จำกัด,Lunar,7,1,200000.0,6,9,22222.222222222223,New Sales,หมดสัญญาปกติ,ไม่มีเวลา/คนใช้งาน,1,1,0,0,0,0,0,0
CL1340,บริษัท แบด วูล์ฟ (ไทยแลนด์) จำกัด,Lunar,11,1,150000.0,0,11,13636.363636363636,New Sales,Adhoc by Sales,Adhoc,1,1,0,0,0,0,0,0
CL1343,บริษัท เลิฟลี่ไนท์ จำกัด (สำนักงานใหญ่),Other,11,1,14018.69,0,11,1274.4263636363637,New Sales,,,1,1,0,0,0,0,0,0
CL1344,บริษัท ทวินเตอร์ จำกัด,Draco,9,1,182000.0,3,9,20222.222222222223,New Sales,,,1,1,0,0,0,0,0,0
CL1345,PT. IVONESIA SOLUSI DATA,New business,9,2,38540.0,3,10,3854.0,"New Sales, Recontract",,,2,1,1,0,0,0,0,0
CL1346,นายอะคร้าว  แสงสิทธิ์  ,Lunar,5,1,1063551.4100000006,6,5,212710.2820000001,New Sales,Adhoc by Sales,Adhoc,1,1,0,0,0,0,0,0
CL1347,บริษัท เอดูเคชั่น พลัส สตรีมมิ่ง แอนด์ เซอร์วิส จำกัด,Other,12,1,100000.0,0,12,8333.333333333334,New Sales,,,1,1,0,0,0,0,0,4
CL1348,บริษัท แอลทีเอ็มเอช จำกัด (มหาชน),Other,11,1,10000.0,0,11,909.0909090909092,New Sales,,,1,1,0,0,0,0,0,0
CL1352,บริษัท ดีเซนเทค จำกัด,Other,6,1,67289.72,5,6,11214.953333333331,New Sales,,,1,1,0,0,0,0,0,0
CL1353,"Values, Inc.",Draco,3,2,314350.0,7,6,52391.66666666666,"New Sales, Win Back",,,2,1,0,0,0,0,1,0
CL1354,บริษัท ไรส์ แอคเซล จำกัด (สำนักงานใหญ่),Other,11,1,10000.0,0,11,909.0909090909092,New Sales,,,1,1,0,0,0,0,0,0
CL1356,บริษัท ธไรฟ์เวอร์ โกลบอล จำกัด,Lunar,9,1,120000.0,1,9,13333.333333333334,New Sales,Adhoc by Sales,Adhoc,1,1,0,0,0,0,0,0
CL1358, บริษัท แอ๊นสเตอร์ จำกัด,Pegasus,10,1,20000.0,0,10,2000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1365,บริษัท เออร์โกประกันภัย (ประเทศไทย) จำกัด (มหาชน),Pegasus,9,1,45000.0,1,9,5000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1366,บริษัท ดอนเมืองพัฒนา จำกัด (สำนักงานใหญ่),Pegasus,4,1,190000.0,6,7,27142.85714285714,New Sales,,,1,1,0,0,0,0,0,0
CL1368,บริษัท เนชั่นแนล เฮลท์แคร์ ซิสเท็มส์ จำกัด,Pegasus,4,1,190000.0,6,5,38000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1371,สถาบันการจัดการปัญญาภิวัฒน์ (สำนักงานใหญ่),Other,9,2,29906.5421,0,9,3322.9491222222223,"New Sales, New Sales",,,2,2,0,0,0,0,0,0
CL1372,บริษัท คิน คอร์ปอเรชั่น จำกัด,Pegasus,1,2,300000.0,8,5,60000.0,"New Sales, Recontract (Delay)",,,2,1,0,1,0,0,0,0
CL1375,อุตสาหกรรมพัฒนามูลนิธิเพื่อสถาบันอาหาร,Lunar,4,1,200000.0,6,6,33333.333333333336,New Sales,หมดสัญญาปกติ,ไม่มีเวลา/คนใช้งาน,1,1,0,0,0,0,0,0
CL1377,บริษัท วีไอคิว กรุ๊ป จำกัด,Draco,2,2,131000.0,7,5,26200.0,"New Sales, Recontract (Delay)",,,2,1,0,1,0,0,0,0
CL1380,บริษัท โรยัล เอ็นฟีลด์ (ไทยแลนด์) จำกัด,Draco,6,1,110000.0,3,7,15714.285714285714,New Sales,,,1,1,0,0,0,0,0,0
CL1382,บริษัท ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),Lunar,3,1,200000.0,6,6,33333.333333333336,New Sales,หมดสัญญาปกติ,,1,1,0,0,0,0,0,0
CL1383,บริษัท เอฟดีจีที จำกัด,Pegasus,2,1,996000.0,6,2,498000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1385,บริษัท เป๊ปเปอร์มิ้นท์ เอเชีย จำกัด,Other,3,2,48037.380000000005,6,6,8006.23,"New Sales, New Sales",,,2,2,0,0,0,0,0,0
CL1386,บริษัท กรุงศรี ฟินโนเวต จำกัด,Other,4,2,88406.08,3,7,12629.44,"New Sales, New Sales",,,2,2,0,0,0,0,0,0
CL1388,บริษัท ไทยบริดจสโตน จำกัด,Pegasus,9,1,145000.0,2,9,16111.111111111111,Upsell,,,1,0,0,0,0,1,0,0
CL1390,ปรีชาชาญ บรรจงศุภมิตร,Draco,6,1,45000.0,3,6,7500.0,New Sales,,,1,1,0,0,0,0,0,0
CL1392,บริษัท เอพี เอ็มอี 6 จำกัด,Solar,2,1,500000.0,12,2,250000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1396,บริษัท เอนเตอเทนเมนท์29 จำกัด,Pegasus,8,1,210000.0,0,8,26250.0,New Sales,,,1,1,0,0,0,0,0,0
CL1401,"Chery Automobile.Co.,Ltd",Pegasus,2,1,226626.0,6,5,45325.2,New Sales,,,1,1,0,0,0,0,0,0
CL1402,บริษัท เฟิร์สคลาส อินโนเวชั่น จำกัด,Lunar,2,1,144000.0,6,2,72000.0,New Sales,หมดสัญญาปกติ,ระบบไม่เสถียร,1,1,0,0,0,0,0,0
CL1413,บริษัท เกรเซอร์ คอร์ป จำกัด,Lunar,4,1,110000.0,3,5,22000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1415,บริษัท อินเด็กซ์ ครีเอทีฟ วิลเลจ จำกัด (มหาชน),Pegasus,8,1,35000.0,0,8,4375.0,New Sales,,,1,1,0,0,0,0,0,0
CL1420,บริษัท พาโนวิต้า จำกัด,Other,6,1,18000.0,1,6,3000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1421,บริษัท บีซีเอฟ พาแนล จำกัด,Lunar,4,1,110000.0,3,5,22000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1424,บริษัท ทริปเปิลทีบรอดแบนด์ จำกัด (มหาชน),Draco,2,1,500000.0,5,2,250000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1433,,Draco,4,2,125000.0,3,5,25000.0,"New Sales, Recontract (Delay)",,,2,1,0,1,0,0,0,0
CL1434,วิภาวี กิตติเธียร,Lunar,6,1,55000.0,0,6,9166.666666666666,New Sales,Adhoc by Sales,Adhoc,1,1,0,0,0,0,0,0
CL1436,บริษัท บานโฮฟ สตูดิโอ จำกัด,Draco,5,2,495327.1,0,5,99065.42,"New Sales, Upsell",,,2,1,0,0,0,1,0,0
CL1443,บริษัท ปาปามามา 2021 จำกัด,Other,5,1,30000.0,0,5,6000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1445,มูลนิธิสถาบันวิจัยเพื่อการพัฒนาประเทศไทย (ทีดีอาร์ไอ),Lunar,5,1,60000.0,1,5,12000.0,New Sales,Onetime by CXM,Onetime,1,1,0,0,0,0,0,0
CL1448,บริษัท โคโคโร่ เทรดดิ้ง จำกัด,New business,3,1,10000.0,2,3,3333.333333333333,New Sales,,,1,1,0,0,0,0,0,0
CL1455,บริษัท เรนด์ ดีเวลลอปเมนท์ จำกัด (สำนักงานใหญ่),Pegasus,5,1,30000.0,1,5,6000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1461,บริษัท ยูนิ. ชาร์ม (ประเทศไทย) จำกัด,Solar,5,1,55000.0,0,5,11000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1469,บริษัท สตามิน่า เอเชีย จำกัด ,Draco,2,1,90000.0,3,2,45000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1474,โครงการศึกษารูปแบบข้อมูลเชิงลึกในการท่องเที่ยวเชิงกีฬา,Lunar,5,1,3142056.07,6,5,628411.2139999999,New Sales,,,1,1,0,0,0,0,0,0
CL1483,บริษัท ธนาธนินกรุ๊ป จำกัด,Lunar,4,2,235000.0,0,4,58750.0,"New Sales, New Sales",,,2,2,0,0,0,0,0,0
CL1486,บริษัท เรฟ อีดิชั่น จำกัด,Pegasus,3,1,50000.0,1,3,16666.666666666668,New Sales,,,1,1,0,0,0,0,0,0
CL1492,บริษัท เคอีเอ็กซ์ เอ็กซ์เพรส (ประเทศไทย) จำกัด (มหาชน),Pegasus,2,1,401000.0,3,2,200500.0,Win Back,,,1,0,0,0,0,0,1,0
CL1497,สมาคมโฆษณาแห่งประเทศไทย,Other,3,1,5000.0,0,3,1666.6666666666667,New Sales,,,1,1,0,0,0,0,0,0
CL1507,บริษัท เนชั่นแนล ไอทีเอ็มเอ็กซ์ จำกัด (สำนักงานใหญ่),Pegasus,2,1,50000.0,1,2,25000.0,New Sales,,,1,1,0,0,0,0,0,0
CL1510,สมาคมผู้ผลิตข่าวออนไลน์,Other,3,1,2336.45,0,3,778.8166666666666,New Sales,,,1,1,0,0,0,0,0,0
